Code	A pour tête d'arborescence	Est tête d'arborescence	Terme Générique	Terme Spécifique	Identifiant	Source	Cette ressource dans la classification CDU	Verbalisation en français	Verbalisation en anglais	Description	Contexte d'application		Cette ressource dans la classification CDU	Date de création	Date de modification	Créateur	Editeur	Cette ressource dans la classification WOS	Cette ressource dans la classification LC	Cette ressource dans la classification MESH
001B30			001B		001B30	<a href="http://refcode.inist.fr">http://refcode.inist.fr</a>	<a href="http://udcdata.info/029369">Nuclear physics. Atomic physics. Molecular physics</a>	PHYSIQUE ATOMIQUE ET MOLECULAIRE	ATOMIC AND MOLECULAR PHYSICS	La physique atomique étudie les atomes en tant que systèmes isolés qui comprennent les électrons et le noyau atomique. La physique moléculaire étudie l'interaction et la modification des molécules, éléments de base de la matière. La molécule est électriquement neutre et possède au moins deux atomes. Source: <a  href="https://fr.wikipedia.org/wiki/Physique_atomique">https://fr.wikipedia.org/wiki/Physique_atomique</a>	Structure électronique des atomes, des molécules et de leurs ions: théorie. Théories de la structure électronique, des transitions électroniques et de la liaison chimique. Calculs et techniques mathématiques en physique atomique et moléculaire (sauf les calculs de corrélation électronique). 	http://udcdata.info/029369	<a href="http://udcdata.info/029369">Nuclear physics. Atomic physics. Molecular physics</a>	8/4/2016		Istex	Lodex team
001B40			001B		001B40	<a href="http://refcode.inist.fr">http://refcode.inist.fr</a>	<a href="http://udcdata.info/029368">Physics</a>	DOMAINES CLASSIQUES DE LA PHYSIQUE (Y COMPRIS LES APPLICATIONS)	DOMAINES CLASSIQUES DE LA PHYSIQUE (Y COMPRIS LES APPLICATIONS)	On appelle physique classique l'ensemble des théories physiques validées jusqu'à la fin du xixe siècle, à savoir : la mécanique newtonienne, la théorie du champ électromagnétique, la thermodynamique. Source: <a  href="https://fr.wikipedia.org/wiki/Physique_classique">https://fr.wikipedia.org/wiki/Physique_classique</a>	Electromagnétisme; optique électronique et ionique. Electrostatique. Equations de Poisson et de Laplace, problèmes aux valeurs limites. Magnétostatique; blindage magnétique, induction magnétique, problèmes aux valeurs limites. Propagation des ondes électromagnétiques, propagation des ondes radioélectriques. Rayons X et optique RX. Optique. Acoustique. Transfert de chaleur.	http://udcdata.info/027739	<a href="http://udcdata.info/029368">Physics</a>	8/4/2016		Istex	Lodex team
001B50			001B		001B50	<a href="http://refcode.inist.fr">http://refcode.inist.fr</a>	<a href="http://udcdata.info/028263">Mechanics of gases. Aeromechanics. Plasma physics</a>	PHYSIQUE DES GAZ, DES PLASMAS ET DES DECHARGES ELECTRIQUES	PHYSICS OF GASES, PLASMAS AND ELECTRIC DISCHARGES	1)Un gaz est un ensemble d'atomes ou de molécules très faiblement liés et quasi indépendants. Dans l’état gazeux, la matière n'a pas de forme propre ni de volume propre : un gaz tend à occuper tout le volume disponible. Cette phase constitue l'un des trois états dans lequel peut se trouver un corps pur, les autres étant les phases solide et liquide. 2)Le plasma est l'un des quatre principaux états de la matière, avec les états solide, liquide et gazeux1. C'est un état désordonné, constitué de charges électriques libres dans un champ de force et ayant une durée de vie longue comparée aux temps caractéristiques des déplacements. Sources: <a  href="https://fr.wikipedia.org/wiki/Gaz">https://fr.wikipedia.org/wiki/Gaz</a> ;  <a  href="https://fr.wikipedia.org/wiki/Plasma">https://fr.wikipedia.org/wiki/Plasma</a>	Physique des gaz. Physique des plasmas et décharges électriques.	http://udcdata.info/028263	<a href="http://udcdata.info/028263">Mechanics of gases. Aeromechanics. Plasma physics</a>	8/4/2016		Istex	Lodex team
001B60			001B		001B60	<a href="http://refcode.inist.fr">http://refcode.inist.fr</a>	<a href="http://udcdata.info/029340">Condensed matter physics. Solid state physics</a>	ETAT CONDENSE: STRUCTURE, PROPRIETES MECANIQUES ET THERMIQUES	CONDENSED MATTER: STRUCTURE, MECHANICAL AND THERMAL PROPERTIES	La physique de la matière condensée est la branche de la physique qui étudie les propriétés macroscopiques de la matière que nous sommes susceptibles de rencontrer à la surface de la Terre (solides, liquides, verres, polymères, etc.). Plus précisément, elle s'intéresse aux phases « condensées » qui apparaissent dans les systèmes où le nombre de constituants est grand et les interactions entre eux sont fortes. Source: <a  href="https://fr.wikipedia.org/wiki/Physique_de_la_matière_condensée">https://fr.wikipedia.org/wiki/Physique_de_la_matière_condensée</a>	Structure des liquides et des solides; cristallographie. Diffraction et diffusion de rayons X. Diffraction et diffusion de neutrons. Diffraction et diffusion d'électrons. Microscopies électronique, ionique et en champ proche. Propriétés mécaniques et acoustiques de l'état condensé. Dynamique réticulaire. Equations d'état, équilibres de phases et transformations de phase 	http://udcdata.info/029340	<a href="http://udcdata.info/029340">Condensed matter physics. Solid state physics</a>	8/4/2016		Istex	Lodex team
001B70			001B		001B70	<a href="http://refcode.inist.fr">http://refcode.inist.fr</a>	<a href="http://udcdata.info/029340">Condensed matter physics. Solid state physics</a>Condensed matter physics. Solid state physics</a>	ETAT CONDENSE: STRUCTURE ELECTRONIQUE, PROPRIETES ELECTRIQUES, MAGNETIQUES ET OPTIQUES	CONDENSED MATTER: ELECTRONIC STRUCTURE, ELECTRICAL, MAGNETIC, AND OPTICAL PROPERTIES		Etats électroniques. Transport électronique. Structure électronique et propriétés électriques des surfaces, interfaces, couches minces et structures de basse dimensionnalité. Supraconductivité.  Propriétés et matériaux magnétiques. Résonances et relaxations magnétiques dans l'état condensé, effet Mössbauer. Propriétés et matériaux diélectriques, piézoélectriques et ferroélectriques.	http://udcdata.info/029340	<a href="http://udcdata.info/029340">Condensed matter physics. Solid state physics</a>Condensed matter physics. Solid state physics</a>	8/4/2016		Istex	Lodex team
001B80			001B		001B80	<a href="http://refcode.inist.fr">http://refcode.inist.fr</a>	<a href="http://udcdata.info/029616">Properties of materials affecting deformability</a>	DOMAINES INTERDISCIPLINAIRES: SCIENCE DES MATERIAUX; RHEOLOGIE	CROSS-DISCIPLINARY PHYSICS: MATERIALS SCIENCE; RHEOLOGY	La chimie est une science de la nature qui étudie la matière et ses transformations.Source: <a  href="https://fr.wikipedia.org/wiki/Rhéologie">https://fr.wikipedia.org/wiki/Rhéologie</a> ; <a  href="https://fr.wikipedia.org/wiki/Science_des_matériaux">https://fr.wikipedia.org/wiki/Science_des_matériaux</a>	Nanomatériaux et nanostructures : fabrication et caractérisation. Semiconducteurs amorphes. Verres (incluant les verres métalliques). Matériaux poreux; matériaux granulaires. Fullerènes et matériaux apparentés; diamants, graphite. Méthodes de croissance cristalline; physique de la croissance cristalline. Méthodes de dépôt de films et de revêtements; croissance de films et épitaxie. 	http://udcdata.info/029616	<a href="http://udcdata.info/029616">Properties of materials affecting deformability</a>	8/4/2016		Istex	Lodex team
001C			001	001C01 et 001C02 et 001C03 et 001C04	001C	<a href="http://refcode.inist.fr">http://refcode.inist.fr</a>	<a href="http://udcdata.info/029653">Chemistry. Crystallography. Mineralogy</a>	CHIMIE	CHEMISTRY	La chimie est une science de la nature qui étudie la matière et ses transformations. Source: <a  href="https://fr.wikipedia.org/wiki/Chimie">https://fr.wikipedia.org/wiki/Chimie</a>		http://udcdata.info/029653	<a href="http://udcdata.info/029653">Chemistry. Crystallography. Mineralogy</a>	8/4/2016		Istex	Lodex team
001C01			001C		001C01	<a href="http://refcode.inist.fr">http://refcode.inist.fr</a>	<a href="http://udcdata.info/030353">Physical chemistry</a>	CHIMIE GENERALE ET CHIMIE PHYSIQUE	GENERAL AND PHYSICAL CHEMISTRY	1)La chimie générale est la spécialité de la chimie qui, au-delà des innombrables composés chimiques, étudie les principaux processus dans lesquels ils entrent en jeu.    2)La chimie physique étudie les bases physiques des systèmes chimiques et des procédés. En particulier, la description énergétique des diverses transformations fait partie de la chimie physique. On y trouve des disciplines importantes comme la thermodynamique chimique (ou thermochimie), la cinétique chimique, la mécanique statistique, la spectroscopie et l’électrochimie. Sources: <a  href="https://fr.wikipedia.org/wiki/Chimie_générale">https://fr.wikipedia.org/wiki/Chimie_générale</a> ; <a  href="https://fr.wikipedia.org/wiki/Chimie_physique">https://fr.wikipedia.org/wiki/Chimie_physique</a>	Théorie des réactions, cinétique générale. Catalyse. Nomenclature, documentation chimique, informatique chimique. Solutions. Equilibre des phases. Combustion. Flammes. Thermodynamique chimique. Physicochimie des réactions induites par rayonnements, particules et ultrasons. Chimiluminescence. Electrochimie. Physicochimie de surface. Etat colloïdal et états dispersés. 	http://udcdata.info/030353	<a href="http://udcdata.info/030353">Physical chemistry</a>	8/4/2016		Istex	Lodex team
001C02			001C		001C02	<a href="http://refcode.inist.fr">http://refcode.inist.fr</a>	<a href="http://udcdata.info/031284">Inorganic chemistry</a>	CHIMIE MINERALE ET ORIGINE DE LA VIE	INORGANIC CHEMISTRY AND ORIGINS OF LIFE	La chimie minérale (= inorganique) étudie les divers corps simples existant dans la nature ou obtenus artificiellement et celle des composés qu'ils engendrent en réagissant les uns sur les autres, à l'exception des combinaisons avec le carbone qui sont étudiées à part et font l'objet de la chimie organique. Source: <a  href="https://fr.wikipedia.org/wiki/Chimie_inorganique">https://fr.wikipedia.org/wiki/Chimie_inorganique</a>	Cinétique et mécanisme des réactions. Chimie biominérale. Origine chimique de la vie	http://udcdata.info/031284	<a href="http://udcdata.info/031284">Inorganic chemistry</a>	8/4/2016		Istex	Lodex team
001C03			001C		001C03	<a href="http://refcode.inist.fr">http://refcode.inist.fr</a>	<a href="http://udcdata.info/031559">Organic chemistry</a>	CHIMIE ORGANIQUE	ORGANIC CHEMISTRY	La chimie organique est la chimie du carbone et de ses composés, naturels ou synthétiques. Source: <a href="https://fr.wikipedia.org/wiki/Chimie_organique">https://fr.wikipedia.org/wiki/Chimie_organique</a>	 Cinétique et mécanisme des réactions. Spectrométrie de masse. Chimie des radicaux libres. Chimie des composés marqués. Composés organométalloïdiques et organométalliques. Composés aliphatiques. Composés benzéniques non condensés. Composés benzéniques et aromatiques condensés. Cyclanes, terpènes, prostaglandines, stéroïdes. Composés hétérocycliques. Oses, osides et holosides. Nucléosides et nucléotides. Peptides. Lipides.	http://udcdata.info/031559	<a href="http://udcdata.info/031559">Organic chemistry</a>	8/4/2016		Istex	Lodex team
001C04			001C		001C04	<a href="http://refcode.inist.fr">http://refcode.inist.fr</a>	<a href="http://udcdata.info/029874">Analytical chemistry</a>	CHIMIE ANALYTIQUE	ANALYTICAL CHEMISTRY	La chimie analytique est la partie de la chimie qui concerne l'analyse des produits, c'est-à-dire l'identification et la caractérisation de substances chimiques connues ou non. La substance chimique dont on cherche à déterminer les propriétés est appelée analyte. Source: <a href="https://fr.wikipedia.org/wiki/Chimie_analytique">https://fr.wikipedia.org/wiki/Chimie_analytique</a>	Méthodes chromatographiques et méthodes physiques associées à la chromatographie. Méthodes spectrométriques et optiques. Méthodes radiochimiques. Méthodes électrochimiques. Méthodes chimiques et thermiques.	http://udcdata.info/029874	<a href="http://udcdata.info/029874">Analytical chemistry</a>	8/4/2016		Istex	Lodex team
001D			001	001D00 et 001D01 et 001D02 et 001D03 et 001D04 et 001D05 et 001D06 et 001D07 et 001D08 et 001D09 et 001D10 et 001D11 et 001D12 et 001D13 et 001D14 et 001D15 et 001D16 et 001D17	001D	<a href="http://refcode.inist.fr">http://refcode.inist.fr</a>	<a href="http://udcdata.info/037275">APPLIED SCIENCES. MEDICINE. TECHNOLOGY</a>	SCIENCES APPLIQUEES	APPLIED SCIENCES	Les sciences appliquées sont les sciences visant en premier lieu à la réalisation d'un objectif pratique, notamment par l'application des enseignements tirés des sciences fondamentales, qui elles visent en premier lieu à élucider certaines questions concernant le monde et à progresser dans sa connaissance. Source: <a href="https://fr.wikipedia.org/wiki/Science_appliquée">https://fr.wikipedia.org/wiki/Science_appliquée</a>		http://udcdata.info/037275	<a href="http://udcdata.info/037275">APPLIED SCIENCES. MEDICINE. TECHNOLOGY</a>	8/4/2016		Istex	Lodex team
001D00			001D		001D00	<a href="http://refcode.inist.fr">http://refcode.inist.fr</a>	<a href="http://udcdata.info/018549">SOCIAL SCIENCES</a>	GENERALITES	GENERAL ASPECTS		Publications. Littérature. Formation professionnelle. Personnel. Organisation du travail. Législation. Normalisation. Economie. 	http://udcdata.info/018549	<a href="http://udcdata.info/018549">SOCIAL SCIENCES</a>	8/4/2016		Istex	Lodex team
001D01			001D		001D01	<a href="http://refcode.inist.fr">http://refcode.inist.fr</a>	<a href="http://udcdata.info/019520">Economics. Economic science</a>	RECHERCHE OPERATIONNELLE. GESTION	OPERATIONAL RESEARCH. MANAGEMENT SCIENCE	1)Les télécommunications sont définies comme la transmission à distance d’informations avec des moyens à base d'électronique et d'informatique. 2)La théorie de l'information, sans précision, est le nom usuel désignant la théorie de l'information de Shannon, qui est une théorie probabiliste permettant de quantifier le contenu moyen en information d'un ensemble de messages, dont le codage informatique satisfait une distribution statistique précise. Sources: <a href="https://fr.wikipedia.org/wiki/Recherche_opérationnelle">https://fr.wikipedia.org/wiki/Recherche_opérationnelle</a> ; <a href="https://fr.wikipedia.org/wiki/Sciences_de_gestion">https://fr.wikipedia.org/wiki/Sciences_de_gestion</a>	Modèles formalisés de gestion. Flots dans les réseaux. Problèmes combinatoires. Théorie des files d'attente. Théorie du trafic. Théorie de la fiabilité. Renouvellement des équipements. Théorie des jeux. Théorie de la décision. Théorie de l'utilité. Théorie du risque. Assurance. Sélection et gestion de portefeuilles. Planification. Prévision. Ordonnancement. Gestion des stocks, gestion de la production. Distribution. Logistique.	http://udcdata.info/019520	<a href="http://udcdata.info/019520">Economics. Economic science</a>	8/4/2016		Istex	Lodex team
001D02			001D		001D02	<a href="http://refcode.inist.fr">http://refcode.inist.fr</a>	<a href="http://udcdata.info/027739">Physics</a>	INFORMATIQUE; AUTOMATIQUE THEORIQUE; SYSTEMES	COMPUTER SCIENCE; CONTROL THEORY; SYSTEMS	L'automatique est une science qui traite de la modélisation, de l'analyse, de l'identification et de la commande des systèmes dynamiques. Elle inclut la cybernétique au sens étymologique du terme, et a pour fondements théoriques les mathématiques, la théorie du signal et l'informatique théorique. Source: <a href="https://fr.wikipedia.org/wiki/Automatique">https://fr.wikipedia.org/wiki/Automatique</a>	Logiciel. Intelligence artificielle.	http://udcdata.info/027739	<a href="http://udcdata.info/027739">Physics</a>	8/4/2016		Istex	Lodex team
001D03			001D		001D03	<a href="http://refcode.inist.fr">http://refcode.inist.fr</a>	<a href="http://udcdata.info/027739">Physics</a>	ELECTRONIQUE	ELECTRONICS	L'électronique est une branche de la physique appliquée, traitant de la mise en forme et de la gestion de signaux électriques, permettant de transmettre ou recevoir des informations. Source: <a href="https://fr.wikipedia.org/wiki/Électronique">https://fr.wikipedia.org/wiki/Électronique</a>	Appareillage électronique et fabrication. Composants passifs, circuits imprimés, connectique. Electronique des semiconducteurs. Microélectronique. Optoélectronique. Dispositifs à l'état solide. Circuits électriques, optiques et optoélectroniques. 	http://udcdata.info/027739	<a href="http://udcdata.info/027739">Physics</a>	8/4/2016		Istex	Lodex team
001D04			001D		001D04	<a href="http://refcode.inist.fr">http://refcode.inist.fr</a>	<a href="http://udcdata.info/053509">Telecommunication and telecontrol (organization, services)</a>	TELECOMMUNICATIONS ET THEORIE DE L'INFORMATION	TELECOMMUNICATIONS AND INFORMATION THEORY	1)Les télécommunications sont définies comme la transmission à distance d’informations avec des moyens à base d'électronique et d'informatique. 2)La théorie de l'information, sans précision, est le nom usuel désignant la théorie de l'information de Shannon, qui est une théorie probabiliste permettant de quantifier le contenu moyen en information d'un ensemble de messages, dont le codage informatique satisfait une distribution statistique précise. Sources:  <a href="https://fr.wikipedia.org/wiki/Télécommunications">https://fr.wikipedia.org/wiki/Télécommunications</a> ; <a href="https://fr.wikipedia.org/wiki/Théorie_de_l'information">https://fr.wikipedia.org/wiki/Théorie_de_l'information</a>	Théorie de l'information, du signal et des communications. Traitement du signal. Compatibilité électromagnétique.	http://udcdata.info/053509	<a href="http://udcdata.info/053509">Telecommunication and telecontrol (organization, services)</a>	8/4/2016		Istex	Lodex team
001D05			001D		001D05	<a href="http://refcode.inist.fr">http://refcode.inist.fr</a>	<a href="http://udcdata.info/042064">Electrical engineering</a>	ELECTROTECHNIQUE. ELECTROENERGETIQUE.	ELECTRICAL ENGINEERING. ELECTRICAL POWER ENGINEERING	L’électrotechnique se rapporte aux applications pratiques de l'électricité, à la science étudiant ces applications. Elle concerne la production, le transport, la distribution, le traitement, la transformation, la gestion et l’utilisation de l’énergie électrique. Parfois appelée génie électrique, elle remonte à l'invention de la dynamo en 1869. Source:  <a href="https://fr.wikipedia.org/wiki/Électrotechnique">https://fr.wikipedia.org/wiki/Électrotechnique</a>	Transformateurs et inductances. Appareillage de connexion et de protection. Electronique de puissance, alimentations électriques. Réseaux et lignes électriques. Centrales électriques. Conversion directe et accumulation d'énergie.	http://udcdata.info/042064	<a href="http://udcdata.info/042064">Electrical engineering</a>	8/4/2016		Istex	Lodex team
001D06			001D		001D06	<a href="http://refcode.inist.fr">http://refcode.inist.fr</a>	<a href="http://udcdata.info/025403">MATHEMATICS. NATURAL SCIENCES</a>	ENERGIE	ENERGY	L'énergie est définie en physique comme la capacité d'un système à produire un travail, entraînant un mouvement ou produisant par exemple de la lumière, de la chaleur ou de l’électricité. C'est une grandeur physique qui caractérise l'état d'un système et qui est d'une manière globale conservée au cours des transformations. L'énergie s'exprime en joules(dans le système international d'unités) ou souvent en kilowatts-heures(kW·h ou kWh). Source:  <a href="https://fr.wikipedia.org/wiki/Énergie">https://fr.wikipedia.org/wiki/Énergie</a>	Combustibles. Energie naturelle. Utilisation thermique des combustibles.	http://udcdata.info/025403	<a href="http://udcdata.info/025403">MATHEMATICS. NATURAL SCIENCES</a>	8/4/2016		Istex	Lodex team
001D07			001D		001D07	<a href="http://refcode.inist.fr">http://refcode.inist.fr</a>	<a href="http://udcdata.info/054896">Chemical technology. Chemical and related industries</a>	GENIE CHIMIQUE	CHEMICAL ENGINEERING	Le génie chimique, ou génie des procédés physico-chimiques, désigne l'application de la chimie physique à l'échelle industrielle. Source: <a href="https://fr.wikipedia.org/wiki/Génie_chimique">https://fr.wikipedia.org/wiki/Génie_chimique</a>	Mathématiques appliquées au génie chimique. Modélisation. Simulation. Optimisation. Hydrodynamique des appareils de contact. Transferts de chaleur et de matière. Garnissages, plateaux de contact. Réacteurs. Distillation. Absorption, stripping. Adsorption. Extraction liquide-liquide. Echange d'ions. Séparation par membrane (osmose inverse, dialyse...). Cristallisation, lixiviation, séparations diverses. Séparations mécaniques liquide-liquide et fluide-solide. Systèmes solides-solides. Manutention et stockage des produits chimiques. Tuyauteries. 	http://udcdata.info/054896	<a href="http://udcdata.info/054896">Chemical technology. Chemical and related industries</a>	8/4/2016		Istex	Lodex team
001D08			001D		001D08	<a href="http://refcode.inist.fr">http://refcode.inist.fr</a>	<a href="http://udcdata.info/054896">Chemical technology. Chemical and related industries</a>	INDUSTRIES CHIMIQUE ET PARACHIMIQUE	CHEMICAL INDUSTRY AND CHEMICALS		Industries des produits chimiques. Matériaux de construction. Céramique. Verres. Corps gras. 	http://udcdata.info/054896	<a href="http://udcdata.info/054896">Chemical technology. Chemical and related industries</a>	8/4/2016		Istex	Lodex team
001D09			001D		001D09	<a href="http://refcode.inist.fr">http://refcode.inist.fr</a>	<a href="http://udcdata.info/054896">Chemical technology. Chemical and related industries</a>	PHYSICOCHIMIE DES POLYMERES	PHYSICOCHEMISTRY OF POLYMERS	Les polymères (étymologie : du grec polus, plusieurs, et meros, partie) constituent une classe de matériaux. D'un point de vue chimique, un polymère est une macromolécule (molécule constituée de la répétition de nombreuses sous-unités). Source: <a href="https://fr.wikipedia.org/wiki/Polymère">https://fr.wikipedia.org/wiki/Polymère</a>	Polymères d'origine naturelle. Polymères organiques. Polymères minéraux et organominéraux. Biopolymères de synthèse.	http://udcdata.info/054896	<a href="http://udcdata.info/054896">Chemical technology. Chemical and related industries</a>	8/4/2016		Istex	Lodex team
001D10			001D		001D10	<a href="http://refcode.inist.fr">http://refcode.inist.fr</a>	<a href="http://udcdata.info/025403">MATHEMATICS. NATURAL SCIENCES</a>	INDUSTRIE DES POLYMERES, PEINTURES, BOIS	POLYMER INDUSTRY, PAINTS, WOOD		Technologie des polymères. Produits de revêtement. Peintures, vernis et encres. Bois. Papiers. Non tissés.	http://udcdata.info/025403	<a href="http://udcdata.info/025403">MATHEMATICS. NATURAL SCIENCES</a>	8/4/2016		Istex	Lodex team
001D11			001D		001D11	<a href="http://refcode.inist.fr">http://refcode.inist.fr</a>	<a href="http://udcdata.info/025403">MATHEMATICS. NATURAL SCIENCES</a>	METAUX. METALLURGIE	METALS. METALLURGY	La métallurgie est la science des matériaux qui étudie les métaux, leurs élaborations, leurs propriétés, leurs traitements. Par extension, on désigne ainsi, l’industrie de la fabrication des métaux et des alliages, qui repose sur la maîtrise de cette science. Source: <a href="https://fr.wikipedia.org/wiki/Métallurgie">https://fr.wikipedia.org/wiki/Métallurgie</a>	 Elaboration des métaux. Transformation de matériaux métalliques. Assemblage et découpage thermique: aspects métallurgiques. Corrosion. Propriétés chimiques et électrochimiques. Propriétés mécaniques. Rhéologie. Mécanique de la rupture. Tribologie. 	http://udcdata.info/025403	<a href="http://udcdata.info/025403">MATHEMATICS. NATURAL SCIENCES</a>	8/4/2016		Istex	Lodex team
